ID,Name,Concepticon_ID,Concepticon_Gloss,Number
121_smoke,smoke,778,SMOKE (EXHAUST),121
122_snake,snake,730,SNAKE,122
123_softtouch,soft (touch),1856,SOFT,123
124_sour,sour,1906,SOUR,124
125_star,star,1430,STAR,125
126_stickofwood,stick of wood,1295,STICK,126
127_stone,stone,857,STONE,127
128_sunday,sun/day,2140,DAY OR SUN,128
129_sweet,sweet,717,SWEET,129
130_tail,tail,1220,TAIL,130
131_ten,ten,1515,TEN,131
132_thickobject,thick (object),1244,THICK,132
133_thinobject,thin (object),2249,THIN (OF SHAPE OF OBJECT),133
134_thorn,thorn,124,THORN,134
135_three,three,492,THREE,135
136_tobeborn,to be born,1090,BE BORN,136
137_tobite,to bite,1403,BITE,137
138_toblow,to blow,175,BLOW (OF WIND),138
139_tobreathebreath,to breathe/breath,3183,BREATH OR BREATHE,139
140_toburntr,to burn (tr.),141,BURN (SOMETHING),140
141_tobuy,to buy,1869,BUY,141
142_toclimbascend,to climb/ascend,705,GO UP (ASCEND),142
143_tocookboil,to cook/boil,1100,COOK (SOMETHING),143
144_tocough,to cough,879,COUGH,144
145_tocryweep,to cry/weep,1839,CRY,145
146_todescend,to descend,2014,GO DOWN (DESCEND),146
147_todie,to die,1494,DIE,147
148_todig,to dig,1418,DIG,148
149_todream,to dream,1920,DREAM (SOMETHING),149
150_todrinkwater,to drink (water),1401,DRINK,150
151_toeat,to eat,1336,EAT,151
152_toextinguishputout,to extinguish/put out,127,EXTINGUISH,152
153_tofall,to fall,1280,FALL,153
154_tofleerunaway,to flee/run (away),956,FLEE,154
155_tofly,to fly,1441,FLY (MOVE THROUGH AIR),155
156_toforget,to forget,1523,FORGET,156
157_togive,to give,1447,GIVE,157
158_tohear,to hear,1408,HEAR,158
159_tohideconcealtr,to hide/conceal (tr.),602,HIDE (CONCEAL),159
160_tohunt,to hunt,1435,HUNT,160
161_toitchtobeitchy,to itch/to be itchy,149,ITCHY,161
162_tokick,to kick,1135,KICK,162
163_tokill,to kill,1417,KILL,163
164_toknow,to know,3626,KNOW,164
165_tolaugh,to laugh,1355,LAUGH,165
166_tolick,to lick,319,LICK,166
167_torubwipe,to rub/wipe,1449,RUB,167
168_tosayspeak,to say/speak,1458,SAY,168
169_toscratchscrape,to scratch/scrape,1436,SCRATCH,169
170_tosee,to see,1409,SEE,170
171_tosell,to sell,1571,SELL,171
172_tosew,to sew,1457,SEW,172
173_toshoot,to shoot,1172,SHOOT,173
174_tosit,to sit,1416,SIT,174
175_tosleepliedown,to sleep/lie down,2116,REST OR SLEEP,175
176_tosmellreceiveodor,to smell (receive odor),1586,SMELL (PERCEIVE),176
177_tospit,to spit,1440,SPIT,177
178_tostand,to stand,1442,STAND,178
179_tosteal,to steal,713,STEAL,179
180_totiebind,to tie/bind,1917,TIE,180
181_tourinateurine,to urinate/urine,592,PISS,181
182_tovomit,to vomit,1278,VOMIT,182
183_towakeupawaken,to wake up/awaken,1602,WAKE UP,183
184_towalkgo,to walk/go,1443,WALK,184
185_towashhandsthings,"to wash (hands, things)",1453,WASH,185
186_toweave,to weave,133,WEAVE,186
187_tongue,tongue,1205,TONGUE,187
188_tooth,tooth,1380,TOOTH,188
189_tree,tree,906,TREE,189
190_two,two,1498,TWO,190
191_village,village,930,VILLAGE,191
192_water,water,948,WATER,192
193_white,white,1335,WHITE,193
194_windair,wind/air,960,WIND,194
195_wing,wing,1257,WING,195
196_woman,woman,962,WOMAN,196
197_year,year,1226,YEAR,197
198_yellow,yellow,1424,YELLOW,198
199_youplye,you (pl.) (ye),1213,YOU,199
200_yousingthou,you (sing.) (thou),1215,THOU,200
